infinitive_english,mood_english,tense_english,verb_english,form_1s_english,form_2s_english,form_3s_english,form_1p_english,form_2p_english,form_3p_english,infinitive,mood,tense,form_1s,form_2s,form_3s,form_1p,form_2p,form_3p,gerund,gerund_english,pastparticiple,pastparticiple_english
"to go up, rise, move up, climb; to lift up, raise up",Indicative,Preterite,I went up,went up,went up,went up,went up,went up,went up,subir,Indicativo,Pretérito,subí,subiste,subió,subimos,subisteis,subieron,subiendo,going up,subido,went up
"to go up, rise, move up, climb; to lift up, raise up",Indicative,Conditional,I would go up,would go up,would go up,would go up,would go up,would go up,would go up,subir,Indicativo,Condicional,subiría,subirías,subiría,subiríamos,subiríais,subirían,subiendo,going up,subido,went up
"to go up, rise, move up, climb; to lift up, raise up",Indicative,Present Perfect,I have gone up,have went up,have went up,has went up,have went up,have went up,have went up,subir,Indicativo,Presente perfecto,he subido,has subido,ha subido,hemos subido,habéis subido,han subido,subiendo,going up,subido,went up
"to go up, rise, move up, climb; to lift up, raise up",Indicative,Future Perfect,I will have gone up,will have went up,will have went up,will have went up,will have went up,will have went up,will have went up,subir,Indicativo,Futuro perfecto,habré subido,habrás subido,habrá subido,habremos subido,habréis subido,habrán subido,subiendo,going up,subido,went up
"to go up, rise, move up, climb; to lift up, raise up",Indicative,Past Perfect,I had gone up,had went up,had went up,had went up,had went up,had went up,had went up,subir,Indicativo,Pluscuamperfecto,había subido,habías subido,había subido,habíamos subido,habíais subido,habían subido,subiendo,going up,subido,went up
"to go up, rise, move up, climb; to lift up, raise up",Indicative,Preterite (Archaic),I had gone up,,,,,,,subir,Indicativo,Pretérito anterior,hube subido,hubiste subido,hubo subido,hubimos subido,hubisteis subido,hubieron subido,subiendo,going up,subido,went up
"to go up, rise, move up, climb; to lift up, raise up",Indicative,Conditional Perfect,I would have gone up,would have went up,would have went up,would have went up,would have went up,would have went up,would have went up,subir,Indicativo,Condicional perfecto,habría subido,habrías subido,habría subido,habríamos subido,habríais subido,habrían subido,subiendo,going up,subido,went up
"to go up, rise, move up, climb; to lift up, raise up",Subjunctive,Present,"I go up, am going up",go up,go up,go ups,go up,go up,go up,subir,Subjuntivo,Presente,suba,subas,suba,subamos,subáis,suban,subiendo,going up,subido,went up
"to go up, rise, move up, climb; to lift up, raise up",Subjunctive,Imperfect,"I went up, was going up",was going up,were going up,was going up,were going up,were going up,were going up,subir,Subjuntivo,Imperfecto,subiera,subieras,subiera,subiéramos,subierais,subieran,subiendo,going up,subido,went up
"to go up, rise, move up, climb; to lift up, raise up",Subjunctive,Future,I will go up,will go up,will go up,will go up,will go up,will go up,will go up,subir,Subjuntivo,Futuro,subiere,subieres,subiere,subiéremos,subiereis,subieren,subiendo,going up,subido,went up
"to go up, rise, move up, climb; to lift up, raise up",Subjunctive,Present Perfect,"I have gone up, went up",have went up,have went up,has went up,have went up,have went up,have went up,subir,Subjuntivo,Presente perfecto,haya subido,hayas subido,haya subido,hayamos subido,hayáis subido,hayan subido,subiendo,going up,subido,went up
"to go up, rise, move up, climb; to lift up, raise up",Subjunctive,Future Perfect,I will have gone up,will have went up,will have went up,will have went up,will have went up,will have went up,will have went up,subir,Subjuntivo,Futuro perfecto,hubiere subido,hubieres subido,hubiere subido,hubiéremos subido,hubiereis subido,hubieren subido,subiendo,going up,subido,went up
"to go up, rise, move up, climb; to lift up, raise up",Subjunctive,Past Perfect,I had gone up,had went up,had went up,had went up,had went up,had went up,had went up,subir,Subjuntivo,Pluscuamperfecto,hubiera subido,hubieras subido,hubiera subido,hubiéramos subido,hubierais subido,hubieran subido,subiendo,going up,subido,went up
"to go up, rise, move up, climb; to lift up, raise up",Imperative Affirmative,Present,Go up! Don't go up!,go up,go up,go ups,go up,go up,go up,subir,Imperativo Afirmativo,Presente,,sube,subid,,suba,suban,subiendo,going up,subido,went up
"to go up, rise, move up, climb; to lift up, raise up",Imperative Negative,Present,Go up! Don't go up!,go up,go up,go ups,go up,go up,go up,subir,Imperativo Negativo,Presente,,no subas,no subáis,,no suba,no suban,subiendo,going up,subido,went up
"to happen; to succeed, follow",Indicative,Present,"I happen, am happening",happen,happen,happens,happen,happen,happen,suceder,Indicativo,Presente,sucedo,sucedes,sucede,sucedemos,sucedéis,suceden,sucediendo,happening,sucedido,happened
"to happen; to succeed, follow",Indicative,Future,I will happen,will happen,will happen,will happen,will happen,will happen,will happen,suceder,Indicativo,Futuro,sucederé,sucederás,sucederá,sucederemos,sucederéis,sucederán,sucediendo,happening,sucedido,happened
"to happen; to succeed, follow",Indicative,Imperfect,"I was happening, used to happen, happened",was happening,were happening,was happening,were happening,were happening,were happening,suceder,Indicativo,Imperfecto,sucedía,sucedías,sucedía,sucedíamos,sucedíais,sucedían,sucediendo,happening,sucedido,happened
"to happen; to succeed, follow",Indicative,Preterite,I happened,happened,happened,happened,happened,happened,happened,suceder,Indicativo,Pretérito,sucedí,sucediste,sucedió,sucedimos,sucedisteis,sucedieron,sucediendo,happening,sucedido,happened
"to happen; to succeed, follow",Indicative,Conditional,I would happen,would happen,would happen,would happen,would happen,would happen,would happen,suceder,Indicativo,Condicional,sucedería,sucederías,sucedería,sucederíamos,sucederíais,sucederían,sucediendo,happening,sucedido,happened
"to happen; to succeed, follow",Indicative,Present Perfect,I have happened,have happened,have happened,has happened,have happened,have happened,have happened,suceder,Indicativo,Presente perfecto,he sucedido,has sucedido,ha sucedido,hemos sucedido,habéis sucedido,han sucedido,sucediendo,happening,sucedido,happened
"to happen; to succeed, follow",Indicative,Future Perfect,I will have happened,will have happened,will have happened,will have happened,will have happened,will have happened,will have happened,suceder,Indicativo,Futuro perfecto,habré sucedido,habrás sucedido,habrá sucedido,habremos sucedido,habréis sucedido,habrán sucedido,sucediendo,happening,sucedido,happened
"to happen; to succeed, follow",Indicative,Past Perfect,I had happened,had happened,had happened,had happened,had happened,had happened,had happened,suceder,Indicativo,Pluscuamperfecto,había sucedido,habías sucedido,había sucedido,habíamos sucedido,habíais sucedido,habían sucedido,sucediendo,happening,sucedido,happened
